ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
1114846;2НДФЛ;Покупка автомобиля;1;0.3;мужской;1;0;высшее;специалист;>250;1;104;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114866;2НДФЛ;Ремонт;1;0.48;мужской;2;0;среднее-специальное;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114886;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.33;мужской;1;0;высшее;менеджер по продажам;>250;3;12;27;Торговля;ООО;женат / замужем;16;15;14;14;14;0.0833333333;1;0;0;0;0;0;1;11;1;0;0;36;36;1;0;0;0;0;0;0
1114906;Свободная форма с печатью работодателя;Ремонт;1;0.13;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;104;38;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114926;Поступление зарплаты на счет;Покупка автомобиля;1;0.19;мужской;2;0;высшее;менеджер среднего звена;>250;0;103;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114946;Форма банка (без печати работодателя);Ремонт;1;0.54;мужской;1;0;среднее-специальное;специалист;< 50;0;55;31;Торговля;Индивидуальный предприниматель;женат / замужем;0;0;0;0;0;0.0224215247;1;0;0;0;0.2;3;12;218;15;0;1;11;89;1;0;0;0;0;0;0
1114966;Форма банка (без печати работодателя);Лечение;1;0.18;женский;0;0;незаконченное высшее;специалист;>250;0;88;49;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114986;2НДФЛ;Ремонт;1;0.28;мужской;2;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115006;2НДФЛ;Ремонт;1;0.5;женский;0;0;высшее;специалист;< 50;1;69;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115026;Поступление зарплаты на счет;Покупка автомобиля;1;0.5;женский;1;0;среднее-специальное;вспомогательный персонал;< 50;0;65;33;Торговля;ЗАО;женат / замужем;2;2;1;1;1;0;0;0;0;0;0;0;3;28;3;0;3;16;33;0;0;0;0;0;0;0
1115046;Форма банка (без печати работодателя);Отпуск;1;0.29;женский;1;0;высшее;менеджер высшего звена;< 50;0;20;29;Другое;ООО;холост / не замужем;0;0;0;0;0;0.1666666667;0;0;0;0;1;1;0;10;1;0;0;11;11;1;0;0;0;0;0;0
1115066;Форма банка (без печати работодателя);Ремонт;1;0.45;мужской;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115086;Свободная форма с печатью работодателя;Ремонт;1;0.52;женский;0;0;высшее;вспомогательный персонал;>250;0;11;33;Торговля;ООО;гражданский брак;2;2;2;1;0;0.0322580645;1;0;0;0;0.4;2;3;60;5;1;0;10;38;1;0;0;0;0;0;0
1115106;2НДФЛ;Ремонт;1;0.49;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;1;36;26;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115126;Форма банка (без печати работодателя);Ремонт;1;0.42;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;25;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115146;2НДФЛ;Ремонт;0;0.5;мужской;1;0;высшее;менеджер среднего звена;>250;0;90;33;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;1;0;0;1;3;0;9;3;1;0;3;6;0;0;0;0;0;0;0
1115166;2НДФЛ;Отпуск;0;0.13;мужской;1;0;высшее;специалист;>250;3;43;29;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115186;2НДФЛ;Ремонт;1;0.26;женский;3;0;высшее;специалист;>250;0;114;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115206;2НДФЛ;Покупка автомобиля;1;0.54;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;1;172;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115226;Поступление зарплаты на счет;Покупка автомобиля;0;0.45;мужской;0;0;высшее;специалист;>250;0;26;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115246;Свободная форма с печатью работодателя;Ремонт;0;0.4;мужской;1;0;высшее;менеджер среднего звена;>250;0;7;40;Торговля;ООО;гражданский брак;2;2;1;1;1;0.0303030303;1;0;0;0;0.3333333333;4;8;192;12;3;0;6;80;1;1;1;1;0;0;0
1115266;2НДФЛ;Покупка автомобиля;1;0.27;мужской;2;0;среднее-специальное;рабочий;>250;3;67;28;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115286;2НДФЛ;Ремонт;1;0.28;мужской;0;0;высшее;специалист;>250;0;17;28;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115306;Свободная форма с печатью работодателя;Ремонт;0;0.51;мужской;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115326;Свободная форма с печатью работодателя;Ремонт;0;0.24;мужской;1;0;высшее;вспомогательный персонал;>250;0;13;29;Торговля;ООО;женат / замужем;2;1;1;0;0;0.1843575419;1;0;0;0;0.125;1;7;146;8;0;0;13;82;1;1;1;1;0;0;0
1115346;2НДФЛ;Покупка автомобиля;1;0.39;мужской;0;0;высшее;рабочий;>250;0;91;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115366;2НДФЛ;Покупка недвижимости/ строительство;1;0.46;женский;1;0;среднее-специальное;вспомогательный персонал;>250;3;21;37;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115386;2НДФЛ;Ремонт;0;0.44;мужской;0;0;высшее;менеджер среднего звена;< 50;1;56;30;Торговля;ООО;женат / замужем;1;1;1;0;0;0.1333333333;1;1;0;0;0.25;1;3;65;4;1;1;4;68;1;0;0;0;0;0;0
1115406;2НДФЛ;Покупка автомобиля;1;0.32;мужской;0;0;высшее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115426;2НДФЛ;Ремонт;1;0.59;мужской;2;0;среднее;рабочий;>250;3;110;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115446;2НДФЛ;Ремонт;1;0.3;мужской;0;0;высшее;рабочий;>250;0;301;52;Другое;ОАО;женат / замужем;1;1;1;0;0;0.0188679245;0;1;0;0;0.4285714286;3;4;52;7;2;0;4;82;1;0;0;0;0;0;0
1115466;2НДФЛ;Покупка автомобиля;1;0.32;мужской;0;0;среднее-специальное;рабочий;>250;0;82;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115486;2НДФЛ;Покупка автомобиля;1;0.35;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;231;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115506;2НДФЛ;Покупка недвижимости/ строительство;1;0.23;мужской;1;0;высшее;специалист;>250;0;21;30;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115526;2НДФЛ;Покупка автомобиля;1;0.21;женский;1;0;высшее;менеджер среднего звена;>250;1;111;42;Торговля;ООО;женат / замужем;1;1;1;0;0;0;0;0;0;0;1;1;0;33;1;1;0;32;32;0;0;0;0;0;0;0
1115546;2НДФЛ;Ремонт;0;0.45;мужской;2;0;высшее;вспомогательный персонал;>250;0;8;48;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115566;2НДФЛ;Покупка недвижимости/ строительство;1;0.45;мужской;1;0;среднее-специальное;менеджер среднего звена;>250;0;65;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115586;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;мужской;2;0;среднее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115606;2НДФЛ;Ремонт;1;0.4;мужской;0;0;высшее;менеджер среднего звена;>250;0;82;35;Торговля;ООО;гражданский брак;2;2;2;0;0;0.0289855072;0;0;0;0;0.25;1;3;67;4;0;2;16;64;1;1;0;0;0;0;0
1115626;Форма банка (без печати работодателя);Ремонт;1;0.4;женский;0;0;среднее-специальное;менеджер по продажам;< 50;0;75;30;Торговля;ООО;женат / замужем;2;0;0;0;0;0.0158730159;1;1;0;0;0.2142857143;3;11;186;14;2;3;4;57;1;0;0;0;0;0;0
1115646;Форма банка (без печати работодателя);Ремонт;1;0.39;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115666;2НДФЛ;Покупка автомобиля;1;0.49;женский;0;0;среднее-специальное;специалист;>250;3;24;50;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.0204081633;0;0;0;0;0.4285714286;3;4;96;7;2;0;15;83;1;0;0;0;0;0;0
1115686;2НДФЛ;Покупка земли;0;;женский;1;0;высшее;;;3;6;38;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115706;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.18;мужской;0;0;высшее;менеджер среднего звена;>250;0;36;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115726;2НДФЛ;Покупка недвижимости/ строительство;1;0.42;мужской;0;0;среднее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115746;Форма банка (без печати работодателя);Покупка земли;1;0.41;мужской;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115766;2НДФЛ;Покупка автомобиля;1;0.42;мужской;0;0;среднее;рабочий;>250;3;156;53;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115786;2НДФЛ;Покупка автомобиля;0;0.34;мужской;0;0;высшее;менеджер высшего звена;>250;0;10;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115806;2НДФЛ;Ремонт;0;0.59;женский;0;0;высшее;специалист;>250;0;9;26;Информационные технологии;ОАО;холост / не замужем;7;7;7;5;3;0;0;2;0;0;1;3;0;19;3;1;0;4;29;0;0;0;0;0;0;0
1115826;Форма банка (без печати работодателя);Покупка автомобиля;0;0.26;мужской;0;0;высшее;менеджер высшего звена;>250;0;10;28;Торговля;ООО;женат / замужем;2;2;1;1;1;0;0;0;0;0;0.3333333333;1;2;36;3;0;1;28;72;0;0;0;0;0;0;0
1115846;Форма банка (без печати работодателя);Ремонт;1;0.41;мужской;1;0;высшее;менеджер среднего звена;>250;0;181;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115866;2НДФЛ;Ремонт;1;0.25;женский;1;0;высшее;вспомогательный персонал;>250;3;13;30;Другое;ЗАО;холост / не замужем;4;1;1;1;1;0.4027777778;0;0;0;0;0.1666666667;1;5;43;6;0;1;9;77;1;1;1;1;0;0;0
1115886;Свободная форма с печатью работодателя;Ремонт;0;0.49;мужской;0;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115906;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;среднее;рабочий;>250;3;38;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115926;2НДФЛ;Покупка автомобиля;0;0.28;мужской;0;0;высшее;специалист;>250;1;48;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115946;Свободная форма с печатью работодателя;Ремонт;1;0.45;мужской;1;0;среднее-специальное;специалист;>250;3;11;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115966;Поступление зарплаты на счет;Ремонт;0;0.38;мужской;0;0;высшее;специалист;>250;1;15;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115986;Свободная форма с печатью работодателя;Ремонт;0;0.32;мужской;0;0;высшее;вспомогательный персонал;>250;0;22;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116006;Форма банка (без печати работодателя);Ремонт;1;0.49;мужской;0;0;высшее;менеджер среднего звена;< 50;0;10;31;Торговля;ООО;холост / не замужем;3;0;0;0;0;0;1;1;1;1;0.3333333333;2;4;49;6;1;2;0;47;0;0;0;0;0;0;0
1116026;2НДФЛ;Ремонт;0;0.56;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116046;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;женский;0;0;среднее;специалист;< 50;1;24;32;Торговля;ООО;холост / не замужем;3;0;0;0;0;0;0;0;0;0;0.5;1;1;26;2;1;0;13;21;0;0;0;0;0;0;0
1116066;2НДФЛ;Лечение;1;0.23;женский;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116086;Поступление зарплаты на счет;Покупка автомобиля;0;0.42;мужской;1;0;высшее;менеджер среднего звена;>250;0;123;40;Торговля;ООО;женат / замужем;2;2;2;2;2;0.1;1;0;0;0;0.3333333333;4;5;171;9;3;2;12;82;1;0;0;0;0;0;0
1116106;2НДФЛ;Ремонт;1;0.26;мужской;0;0;высшее;вспомогательный персонал;>250;0;19;25;Торговля;ООО;гражданский брак;12;4;3;3;3;0;0;4;2;1;1;4;0;9;4;3;0;1;5;0;0;0;0;0;0;0
1116126;Форма банка (без печати работодателя);Ремонт;0;0.57;женский;0;0;второе высшее;вспомогательный персонал;>250;0;204;52;Юридические услуги;Иная форма;женат / замужем;2;2;2;2;2;0;1;0;0;0;0.8;4;1;78;5;2;0;5;53;0;0;0;0;0;0;0
1116146;Форма банка (без печати работодателя);Ремонт;1;0.41;мужской;2;0;высшее;менеджер среднего звена;>250;0;174;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116166;2НДФЛ;Ремонт;0;0.47;мужской;0;0;среднее-специальное;специалист;>250;3;6;25;Торговля;ЗАО;холост / не замужем;9;8;3;2;2;0.125;0;0;0;0;1;1;0;21;1;1;0;23;23;1;1;0;0;0;0;0
1116186;2НДФЛ;Покупка недвижимости/ строительство;1;0.22;мужской;1;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116206;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.49;женский;0;0;среднее;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116226;2НДФЛ;Ремонт;0;0.12;женский;2;0;высшее;специалист;>250;0;119;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116246;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.51;женский;0;0;высшее;вспомогательный персонал;>250;0;54;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116266;2НДФЛ;Ремонт;1;0.3;мужской;0;0;*n.a.*;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116286;2НДФЛ;Ремонт;1;0.57;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;< 50;0;56;27;Торговля;ООО;женат / замужем;1;1;1;1;0;0.1730769231;0;0;0;0;0.75;3;1;43;4;1;1;8;37;1;0;0;0;0;0;0
1116306;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.46;женский;1;0;высшее;специалист;>250;1;33;33;Торговля;ЗАО;женат / замужем;1;1;1;1;1;0;0;1;0;0;1;3;0;38;3;3;0;5;26;0;0;0;0;0;0;0
1116326;Форма банка (без печати работодателя);Покупка автомобиля;1;0.45;мужской;2;0;среднее-специальное;рабочий;>250;0;108;43;Другое;ООО;женат / замужем;2;1;0;0;0;0.0129032258;0;0;0;0;0.5714285714;4;3;153;7;2;1;11;100;1;0;0;0;0;0;0
1116346;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.23;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116366;Поступление зарплаты на счет;Покупка автомобиля;0;0.36;мужской;0;0;высшее;менеджер среднего звена;>250;0;33;28;Другое;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.4;2;3;59;5;1;0;18;80;0;0;0;0;0;0;0
1116386;2НДФЛ;Покупка автомобиля;0;0.5;женский;0;0;высшее;специалист;>250;1;118;51;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116406;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.46;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116426;2НДФЛ;Лечение;1;0.29;мужской;0;0;среднее-специальное;рабочий;>250;3;10;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116446;;Покупка недвижимости/ строительство;0;;женский;1;0;второе высшее;другое;;1;95;37;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116466;Форма банка (без печати работодателя);Ремонт;0;0.34;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;< 50;0;130;52;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.0288461538;0;0;0;0;0.5;2;2;101;4;1;2;14;94;1;0;0;0;0;0;0
1116486;Поступление зарплаты на счет;Покупка автомобиля;1;0.18;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;1;19;25;Другое;ООО;женат / замужем;0;0;0;0;0;0.3142857143;0;0;0;0;0.5;1;1;24;2;1;1;9;25;1;0;0;0;1;1;0
1116506;Поступление зарплаты на счет;Ремонт;1;0.19;мужской;2;0;среднее;рабочий;>250;1;63;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116526;2НДФЛ;Ремонт;0;0.42;мужской;2;0;высшее;специалист;>250;3;174;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116546;Форма банка (без печати работодателя);Покупка автомобиля;0;0.54;женский;1;0;незаконченное высшее;менеджер среднего звена;>250;0;76;38;Торговля;ООО;женат / замужем;2;1;1;0;0;0.0084745763;1;1;0;0;0.4166666667;5;7;117;12;2;0;4;97;1;0;0;0;0;0;0
1116566;Поступление зарплаты на счет;Ремонт;1;0.5;мужской;0;0;среднее;рабочий;>250;0;10;24;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116586;Форма банка (без печати работодателя);Ремонт;0;0.16;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;80;28;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116606;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.23;мужской;1;0;высшее;менеджер высшего звена;>250;0;41;44;Другое;ООО;разведен / разведена;1;0;0;0;0;0.0340136054;1;2;1;1;0.2857142857;3;4;142;7;3;1;1;91;1;0;0;0;0;0;0
1116626;Форма банка (без печати работодателя);Ремонт;1;0.47;женский;0;0;высшее;специалист;>250;0;6;29;Другое;Государственное предприятие;холост / не замужем;0;0;0;0;0;0.0470588235;0;0;0;0;0.3333333333;3;6;81;9;1;1;6;76;1;1;1;1;0;0;1
1116646;2НДФЛ;Покупка автомобиля;0;0.3;женский;0;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116666;2НДФЛ;Покупка недвижимости/ строительство;0;0.39;мужской;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116686;Форма банка (без печати работодателя);Покупка автомобиля;1;0.33;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;296;49;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116706;2НДФЛ;Покупка недвижимости/ строительство;0;0.44;мужской;1;0;среднее;вспомогательный персонал;>250;3;157;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116726;Поступление зарплаты на счет;Ремонт;1;0.27;женский;0;0;среднее;рабочий;>250;0;369;50;Другое;ООО;женат / замужем;1;0;0;0;0;0.0243902439;0;0;0;0;0;0;3;80;3;0;1;28;81;1;0;0;0;0;0;0
1116746;2НДФЛ;Покупка автомобиля;1;0.35;мужской;0;0;среднее-специальное;специалист;>250;3;12;28;Торговля;ООО;холост / не замужем;2;2;2;1;1;0.0263157895;1;0;0;0;0.0714285714;1;13;111;14;1;0;7;96;1;0;0;0;0;0;0
1116766;2НДФЛ;Ремонт;0;0.24;женский;0;0;высшее;специалист;>250;0;36;44;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116786;Свободная форма с печатью работодателя;Ремонт;0;0.26;женский;2;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116806;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;84;51;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116826;Форма банка (без печати работодателя);Ремонт;0;0.37;женский;0;0;высшее;специалист;>250;0;274;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116846;2НДФЛ;Отпуск;1;0.4;мужской;2;0;высшее;специалист;>250;0;34;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116866;Поступление зарплаты на счет;Покупка автомобиля;0;0.51;мужской;1;0;Высшее/Второе высшее/Ученая степень;торговый представитель;>250;0;11;29;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0813953488;0;0;0;0;0.1111111111;2;7;79;9;2;0;25;65;1;1;0;0;0;0;0
1116886;Поступление зарплаты на счет;Ремонт;0;0.39;женский;2;0;высшее;торговый представитель;>250;1;10;30;Торговля;ООО;гражданский брак;2;1;1;0;0;0.1111111111;0;1;1;0;0.4;2;3;56;5;1;0;2;21;1;0;0;0;0;0;0
1116906;2НДФЛ;Покупка бытовой техники;1;0.33;женский;1;0;высшее;менеджер среднего звена;< 50;0;29;29;Информационные технологии;ООО;женат / замужем;8;8;8;8;8;0.0141843972;0;0;0;0;0;0;5;139;5;0;0;40;85;1;0;0;0;0;0;0
1116926;Форма банка (без печати работодателя);Ремонт;0;0.19;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;186;35;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116946;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;высшее;вспомогательный персонал;>250;1;14;28;Другое;ООО;женат / замужем;0;0;0;0;0;0.6;0;1;0;0;1;1;0;2;1;0;0;4;4;1;0;0;0;0;0;0
1116966;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;1;0;высшее;менеджер среднего звена;>250;3;22;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116986;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.43;мужской;0;0;высшее;менеджер среднего звена;< 50;0;50;49;Торговля;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1117006;Форма банка (без печати работодателя);Ремонт;1;0.45;женский;0;0;среднее-специальное;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117026;2НДФЛ;Покупка автомобиля;0;0.33;женский;0;0;высшее;специалист;>250;0;9;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117046;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.29;женский;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117066;2НДФЛ;Ремонт;0;0.54;женский;0;0;высшее;торговый представитель;>250;0;136;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117086;Форма банка (без печати работодателя);Ремонт;1;0.36;мужской;1;0;высшее;вспомогательный персонал;>250;0;83;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117106;2НДФЛ;Покупка автомобиля;0;0.35;мужской;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117126;Форма банка (без печати работодателя);Ремонт;0;0.25;женский;0;0;*n.a.*;вспомогательный персонал;>250;0;33;25;Торговля;ООО;женат / замужем;5;0;0;0;0;0;0;1;1;0;0.2;1;4;17;5;1;1;1;50;0;0;0;0;0;0;0
1117146;Поступление зарплаты на счет;Покупка земли;0;0.43;мужской;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117166;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.17;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117186;Форма банка (без печати работодателя);Покупка автомобиля;0;0.2;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;331;55;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117206;Поступление зарплаты на счет;Покупка автомобиля;0;0.41;женский;0;0;высшее;менеджер по продажам;>250;1;117;44;Торговля;ООО;женат / замужем;2;2;2;0;0;0;0;0;0;0;0.75;3;1;49;4;3;1;8;34;0;0;0;0;0;0;0
1117226;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117246;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.59;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;166;43;Другое;Индивидуальный предприниматель;гражданский брак;5;5;3;2;2;0.0097402597;1;0;0;0;0.3529411765;6;11;305;17;2;2;13;89;1;0;0;0;0;0;0
1117266;2НДФЛ;Покупка автомобиля;0;0.28;мужской;1;0;высшее;менеджер среднего звена;>250;0;145;48;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117286;2НДФЛ;Ремонт;1;0.58;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117306;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;высшее;вспомогательный персонал;>250;0;32;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117326;2НДФЛ;Покупка автомобиля;0;0.55;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;43;30;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117346;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;24;47;Торговля;ООО;холост / не замужем;4;2;1;1;1;0.1285714286;0;0;0;0;0.3333333333;5;10;244;15;3;0;20;86;1;1;0;0;0;0;0
1117366;Форма банка (без печати работодателя);Покупка автомобиля;0;0.56;женский;2;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117386;Форма банка (без печати работодателя);Покупка автомобиля;1;0.23;мужской;2;0;высшее;специалист;< 50;0;71;38;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117406;Поступление зарплаты на счет;Ремонт;1;0.52;мужской;0;0;высшее;специалист;>250;0;208;43;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
